번호,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
3770,영화상영관,03_13_02_P,5310000,CDFF4220002004000017,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 8관,20181203131414,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,아파트지역,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3771,영화상영관,03_13_02_P,5310000,CDFF4220002004000014,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 5관,20181203131414,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,아파트지역,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3772,영화상영관,03_13_02_P,5310000,CDFF4220002004000013,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 4관,20181203131414,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,주택가주변,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3773,영화상영관,03_13_02_P,5310000,CDFF4220002004000012,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 3관,20181203131413,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,주택가주변,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3774,영화상영관,03_13_02_P,5310000,CDFF4220002004000011,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 2관,20181203131413,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,주택가주변,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3775,영화상영관,03_13_02_P,5310000,CDFF4220002004000016,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 7관,20181203131414,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,아파트지역,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3776,영화상영관,03_13_02_P,5310000,CDFF4220002004000015,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 6관,20181203131414,U,2018-12-05 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,아파트지역,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3777,영화상영관,03_13_02_P,5310000,CDFF4220002004000004,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관4관,20180716110809,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3778,영화상영관,03_13_02_P,5310000,CDFF4220002004000003,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관3관,20180716110808,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3779,영화상영관,03_13_02_P,5310000,CDFF4220002004000002,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관2관,20180716110808,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반주거지역
3780,영화상영관,03_13_02_P,5310000,CDFF4220001998000003,19981002,,03,폐업,03,폐업,20070629,,,,741-4053,,660170,경상남도 진주시 장대동 127-12번지 ,경상남도 진주시 진양호로 563  (장대동),,동명시네마,20070629120541,I,2018-08-31 23:59:59.0,,298912.230666829    ,188865.750456759    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19981002,
3781,영화상영관,03_13_02_P,5310000,CDFF4220001998000002,19980309,,03,폐업,03,폐업,20041105,,,,747-1177,,660160,경상남도 진주시 본성동 8-13번지 ,,,대한아트홀,20070209141317,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19980309,
3782,영화상영관,03_13_02_P,5310000,CDFF4220001998000001,19980309,,03,폐업,03,폐업,20100914,,,,745-8440,,660150,경상남도 진주시 동성동 5-5번지 ,경상남도 진주시 진주대로 1038  (동성동),,동명아트홀,20100914173436,I,2018-08-31 23:59:59.0,,298742.853515298    ,188659.553967245    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19980309,
3783,영화상영관,03_13_02_P,5310000,CDFF4220001995000001,19951214,,03,폐업,03,폐업,20040904,,,,746-82222,,660160,경상남도 진주시 본성동 8-1번지 ,경상남도 진주시 남강로 658  (본성동),,성남극장(2관),20040910121136,I,2018-08-31 23:59:59.0,,298627.111318878    ,188504.913162034    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19951214,
3784,영화상영관,03_13_02_P,5310000,CDFF4220001994000001,19940415,,03,폐업,03,폐업,20040904,,,,746-8222,,660160,경상남도 진주시 본성동 8-1번지 ,경상남도 진주시 남강로 658  (본성동),,성남극장(1관),20040910121056,I,2018-08-31 23:59:59.0,,298627.111318878    ,188504.913162034    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19940415,
3785,영화상영관,03_13_02_P,5310000,CDFF4220001989000001,19890604,,04,취소/말소/만료/정지/중지,35,직권말소,20121016,,,,741-0002,,660160,경상남도 진주시 본성동 7-18번지 ,경상남도 진주시 남강로 655-1 (본성동),660160,대한극장,20121017145053,I,2018-08-31 23:59:59.0,,298592.824428867    ,188541.572047872    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19890604,
3786,영화상영관,03_13_02_P,5310000,CDFF4220002016000007,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제6관,20190115090830,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3787,영화상영관,03_13_02_P,5310000,CDFF4220002016000006,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제5관,20190115090830,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3788,영화상영관,03_13_02_P,5310000,CDFF4220002016000005,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제4관,20190115090829,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3789,영화상영관,03_13_02_P,5310000,CDFF4220002016000002,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제1관,20190115090829,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3790,영화상영관,03_13_02_P,5330000,CDFF4220002007000006,20070514,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 북신동 698-1번지 월드지브이존 8층 801호 ,경상남도 통영시 원문로 27 (북신동),53046,CGV통영(6관),20161130135727,I,2018-08-31 23:59:59.0,,330294.376288653    ,151877.485030265    ,영화상영관,영화상영관,15,아파트지역,,,13,2,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20070514,일반상업지역
3791,영화상영관,03_13_02_P,5330000,CDFF4220002010000001,20100331,,01,영업/정상,13,영업중,,,,,055-645-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울렛관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛 (1관),20130801135152,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,1000,,,,,,,,,,,,,,,,,,영화관,,20100331,일반상업지역
3792,영화상영관,03_13_02_P,5330000,CDFF4220002007000004,20070514,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 북신동 698-1번지 월드지브이존 8층 801호 ,경상남도 통영시 원문로 27 (북신동),53046,CGV통영(4관),20161130161908,I,2018-08-31 23:59:59.0,,330294.376288653    ,151877.485030265    ,영화상영관,영화상영관,15,아파트지역,,,13,2,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20070514,일반상업지역
3793,영화상영관,03_13_02_P,5330000,CDFF4220002007000003,20070514,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 북신동 698-1번지 월드지브이존 6층 601호 ,경상남도 통영시 원문로 27 (북신동),53046,CGV통영(3관),20161130161831,I,2018-08-31 23:59:59.0,,330294.376288653    ,151877.485030265    ,영화상영관,영화상영관,15,아파트지역,,,13,2,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20070514,일반상업지역
3794,영화상영관,03_13_02_P,5330000,CDFF4220002010000003,20100331,,01,영업/정상,13,영업중,,,,,055-650-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울렛관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛 (3관),20130801135256,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100331,상업지역
3795,영화상영관,03_13_02_P,5330000,CDFF4220002010000002,20100331,,01,영업/정상,13,영업중,,,,,055-650-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울렛관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛(2관),20130801135228,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100331,상업지역
3796,영화상영관,03_13_02_P,5330000,CDFF4220002007000002,20070514,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 북신동 698-1번지 월드지브이존 6층 601호 ,경상남도 통영시 원문로 27 (북신동),53046,CGV통영(2관),20161130134559,I,2018-08-31 23:59:59.0,,330294.376288653    ,151877.485030265    ,영화상영관,영화상영관,15,아파트지역,,,13,2,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20070514,일반상업지역
3797,영화상영관,03_13_02_P,5330000,CDFF4220002007000001,20070514,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 북신동 698-1번지 월드지브이존 6층 601호 ,경상남도 통영시 원문로 27 (북신동),53046,CGV통영(1관),20161130162812,I,2018-08-31 23:59:59.0,,330294.376288653    ,151877.485030265    ,영화상영관,영화상영관,15,아파트지역,,,13,2,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20070514,일반상업지역
3798,영화상영관,03_13_02_P,5330000,CDFF4220001987000001,19870930,,03,폐업,03,폐업,20070912,,,,,,650080,경상남도 통영시 항남동 190-1번지 ,경상남도 통영시 항남2길 15-14 (항남동),650080,포트극장,20111030171205,I,2018-08-31 23:59:59.0,,330059.17234499     ,150203.915976549    ,영화상영관,영화상영관,,,,,,,,1.2,,,,,,,,,,,,,,,,,,영화관,,19870930,
3799,영화상영관,03_13_02_P,5330000,CDFF4220001975000001,19750115,,03,폐업,03,폐업,20070831,,,,,,650050,경상남도 통영시 문화동 159번지 ,,,봉래극장,20070903100615,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,,기타,,,,,근린생활시설,1.2,,,,,,,,,,,,,,,,,,영화관,,19750115,상업지역
3800,영화상영관,03_13_02_P,5330000,CDFF4220002010000007,20100331,,01,영업/정상,13,영업중,,,,,055-650-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울랫관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛 (7관),20130801135458,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100331,상업지역
3801,영화상영관,03_13_02_P,5330000,CDFF4220002010000006,20100331,,01,영업/정상,13,영업중,,,,,055-650-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울렛관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛 (6관),20130801135423,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100331,상업지역
3802,영화상영관,03_13_02_P,5330000,CDFF4220002010000005,20100331,,01,영업/정상,13,영업중,,,,,055-650-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울랫관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛 (5관),20130801135355,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100331,상업지역
3803,영화상영관,03_13_02_P,5330000,CDFF4220002010000004,20100331,,01,영업/정상,13,영업중,,,,,055-650-1101,,,경상남도 통영시 무전동 986번지 롯데시네마 줌아울렛관 3층 ,경상남도 통영시 안개로 37 (무전동),53037,롯데시네마 줌 아울렛( 4관),20130801135325,I,2018-08-31 23:59:59.0,,330722.011290572    ,152093.427869448    ,영화상영관,,6,유흥업소밀집지역,,,3,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100331,상업지역
3804,영화상영관,03_13_02_P,5330000,CDFF4220002007000005,20070514,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 북신동 698-1번지 월드지브이존 8층 801호 ,경상남도 통영시 원문로 27 (북신동),53046,CGV통영(5관),20161130161948,I,2018-08-31 23:59:59.0,,330294.376288653    ,151877.485030265    ,영화상영관,영화상영관,15,아파트지역,,,13,2,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20070514,일반상업지역
3805,영화상영관,03_13_02_P,5340000,CDFF4220002017000003,20170714,,01,영업/정상,13,영업중,,,,,055-832-1228,,,경상남도 사천시 실안동 1062번지 ,경상남도 사천시 해안관광로 109-10 (실안동),52554,메가박스삼천포점 1관,20190207180207,U,2019-02-09 02:40:00.0,,294733.725789       ,161679.269901       ,영화상영관,,4,기타,,,4,,숙박시설,,,,,,,,,,,,,,,,,,,영화관,,20170714,자연녹지지역
3806,영화상영관,03_13_02_P,5340000,CDFF4220002017000002,20170714,,01,영업/정상,13,영업중,,,,,055-832-1228,,,경상남도 사천시 실안동 1062번지 ,경상남도 사천시 해안관광로 109-10 (실안동),52554,메가박스삼천포점 2관,20190207180155,U,2019-02-09 02:40:00.0,,294733.725789       ,161679.269901       ,영화상영관,,4,기타,,,4,,숙박시설,,,,,,,,,,,,,,,,,,,영화관,,20170714,자연녹지지역
3807,영화상영관,03_13_02_P,5340000,CDFF4220002017000001,20170714,,01,영업/정상,13,영업중,,,,,055-832-1228,,,경상남도 사천시 실안동 1062번지 ,경상남도 사천시 해안관광로 109-10 (실안동),52554,메가박스삼천포점 3관,20190207180220,U,2019-02-09 02:40:00.0,,294733.725789       ,161679.269901       ,영화상영관,,4,기타,,,4,,숙박시설,,,,,,,,,,,,,,,,,,,영화관,,20170714,자연녹지지역
3808,영화상영관,03_13_02_P,5340000,CDFF4220002015000004,20150911,,01,영업/정상,13,영업중,,,,,,,,경상남도 사천시 사천읍 수석리 331-7번지 ,경상남도 사천시 사천읍 항공로 8,52519,메가박스사천 (제5관),20150911134005,I,2018-08-31 23:59:59.0,,298592.227781605    ,176301.74815281     ,영화상영관,,2,기타,,,2,0,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20150911,일반주거지역
3809,영화상영관,03_13_02_P,5340000,CDFF4220002018000001,20181218,,01,영업/정상,13,영업중,,,,,055-853-6300,,,경상남도 사천시 사천읍 수석리 339-3번지 ,경상남도 사천시 사천읍 사천대로 1843,52519,메가박스 사천(7관),20181218154123,I,2018-12-20 02:20:22.0,,298627.903411257    ,176343.409347248    ,영화상영관,,1,주택가주변,,,1,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20181218,주거지역
3810,영화상영관,03_13_02_P,5340000,CDFF4220002015000002,20150911,,01,영업/정상,13,영업중,,,,,,,,경상남도 사천시 사천읍 수석리 331번지 ,경상남도 사천시 사천읍 항공로 6,52519,메가박스사천 (제2관),20150911103656,I,2018-08-31 23:59:59.0,,298639.335294591    ,176300.27881639     ,영화상영관,,2,기타,,,2,0,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20150911,일반주거지역
